id,MLS,ss,address,city,zip_code,zoning,property_type,floor_plan,bedrooms,baths,garage_spaces,year_built,list_price,close_price,main_bed,sold_concessions,terms_sale,closed_date,area,subarea,lp_sf,sp_sf,em,total_sf,finished_sf,hoa_fee,lot_size,main_beds,school_district,heat_air,total_acres,fireplace,listagent,buyersagent,dom,cdom,taxid,listoffice,selloffice
,4753733,False,7488 Mountain Spruce DR,Colorado Springs,80927,R-1,Single Family,2 Story,3,3,3,2015,359900,355000,False,0,Conventional,2018-10-16,MRK - Marksheffel,Banning Lewis Ranch,160,0.99,3600,2248,2248,129,5500,0,49-Falcon,"Ceiling Fan, Forced Air, Smart Home Thermostat",0,"Gas, Main, Masonry, One",230018787,230018787,44,44,5309101002,"Harmony Real Estate Group, Inc","Harmony Real Estate Group, Inc"
,4498027,False,6358 Brightstar DR,Colorado Springs,80918,PUD,Single Family,Bi-level,3,2,2,1995,285000,287500,False,0,VA,2018-10-16,N/E - Northeast,Northwind,154,1.01,2500,1849,1849,0,6800,0,11-Colorado Springs,"Ceiling Fan, Forced Air, Natural Gas",0,"Gas, Main, One",230006977,230015735,1,5,6314203005,RE/MAX Real Estate Group LLC,Keller Williams Premier Realty
,2804575,False,5102 Picket DR,Colorado Springs,80918,R-1-6000,Single Family,2 Story,4,3,2,1976,299900,300000,False,0,Conventional,2018-10-16,N/E - Northeast,Garden Ranch Estates,106,1,3000,2828,2523,0,8000,0,11-Colorado Springs,Forced Air,0,Wood,230009664,230013783,11,12,6321203022,Shorewood Real Estate SOCO,"Reid Realty, Inc"
,1602436,False,6137 Del Paz DR,Colorado Springs,80918,R1-6,Single Family,Tri-Level,4,3,2,1978,330000,323000,False,0,Cash,2018-10-16,N/E - Northeast,Flintridge Hill Norwood,137,0.98,3000,2416,2367,0,12138,0,11-Colorado Springs,"Attic Fan, Ceiling Fan, Forced Air, Natural Gas",0,"Lower, One, Wood",527000022,230006527,2,2,6315103019,"Synergy Realty Group, Inc.",ERA Shields Real Estate
,1287846,False,6647 Barrel Race DR,Colorado Springs,80923,R1-6,Single Family,Ranch,4,3,2,2002,385000,380000,True,2000,Cash,2018-10-16,N/E - Northeast,Canyon View,100,0.99,4000,3858,3780,0,10901,2,11-Colorado Springs,"Central Air, Forced Air",0,None,230018521,230012529,54,212,6314115001,ERA Shields Real Estate,Priority Home Realty Group Inc
,8540023,False,1740 Oak Hills DR,Colorado Springs,80919,PUD,Single Family,Bi-level,4,3,3,1987,565000,550000,False,2500,Conventional,2018-10-16,N/W - Northwest,Hunters Point,169,0.97,5000,3350,3350,358.28,20333,0,20-Academy,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Lower, Two, Upper",230000191,230016468,47,47,7311205030,Selley Group Real Estate LLC,ERA Shields Real Estate
,2044054,False,2930 W Pikes Peak AV,Colorado Springs,80904,R-5,Single Family,2 Story,4,2,1,1889,300000,310000,True,3000,Conventional,2018-10-16,OCC - Old Colorado City,Old Colorado City,159,1.03,3000,1892,1492,0,6240,2,11-Colorado Springs,"Ceiling Fan, Forced Air",0,None,230008360,230006606,96,96,7411214011,ERA Shields Real Estate,Keller Williams Partners
,3406337,False,3747 Riviera GR #102,Colorado Springs,80922,"AO, PUD",Condominium,Ranch,2,2,1,2000,200000,200000,True,250,Conventional,2018-10-16,PWR - Powers,Hillsboro At Springs Ranch,174,1,2000,1149,1149,207,0,2,49-Falcon,"Ceiling Fan, Central Air, Forced Air",0,None,230013156,230017489,6,6,5330414145,Coldwell Banker Residential Brokerage             ,Keller Williams Premier Realty
,8362547,False,6550 Trenton ST,Colorado Springs,80923,PUD,Single Family,2 Story,3,3,2,2005,289000,289000,False,0,VA,2018-10-16,PWR - Powers,Ridgeview At Stetson Hills,131,1,3000,2209,1446,40,5580,0,49-Falcon,"Forced Air, Natural Gas",0,None,89243056,230006747,3,3,5308308020,HomeSmart Cherry Creek,RE/MAX Real Estate Group LLC
,7847298,False,6676 Folsom HT,Colorado Springs,80923,PUD,Patio Home,Ranch,2,2,2,2018,290500,293042,True,0,Conventional,2018-10-16,PWR - Powers,Indigo Ranch,223,1.01,3000,1302,1302,175,3702.6,2,49-Falcon,"Ceiling Fan, Forced Air, Natural Gas",0,"Gas, Main, One",230009242,230019595,26,78,5317116216,RE/MAX Properties Inc,RE/MAX Properties Inc
,7253601,False,4169 Morley CR,Colorado Springs,80916,R1-6,Single Family,Tri-Level,3,2,1,1972,207000,222000,False,2000,FHA,2018-10-16,S/E - Southeast,Southborough,166,1.07,2000,1248,1248,0,7500,0,2-Harrison,"Ceiling Fan, Forced Air",0,"Lower, One, Wood",230013242,230018839,2,2,6435212006,Keller Williams Partners,Stewart Realty                                    
,7979787,False,4450 Spiceglen DR,Colorado Springs,80906,PUD,Townhouse,Ranch,4,3,2,1998,365000,350000,True,0,Cash,2018-10-16,S/W - Southwest,Enclave At Broadmoor Glen,121,0.96,5000,3023,2947,272,7177,2,12-Cheyenne Mountain,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Basement, Gas, Main, Two",230005309,230005309,60,60,6507107012,RE/MAX Properties Inc.,RE/MAX Properties Inc
,8240254,False,2830 Andromeda DR,Colorado Springs,80906,"HS, PUD",Single Family,Ranch,4,3,3,1993,699000,615700,True,0,Cash,2018-10-16,S/W - Southwest,Skyway Heights,135,0.88,7000,5184,4406,0,13787,1,12-Cheyenne Mountain,"Baseboard, Ceiling Fan, Central Air, Electric, Hot Water, Natural Gas",0,"Gas, Main, One",230006902,230016987,4,57,7422404006,ERA Shields Real Estate,Venterra Real Estate LLC
,1190982,False,19935 W Top O the Moor DR,Monument,80132,R-4,Single Family,2 Story,4,3,3,1987,510000,510000,False,1200,VA,2018-10-16,TRI - Tri-Lakes,Woodmoor,145,1,5000,3511,2931,256,28300,0,38-Lewis-Palmer,"Ceiling Fan, Forced Air",1,"Main, One, Stove, Wood, See Prop Desc Remarks",230011901,230003379,3,3,7101302004,Coldwell Banker Residential Brokerage             ,ERA Shields Real Estate
,1035174,False,7795 Severy AV,Cascade,80809,R-T,Single Family,Ranch,3,3,1,1956,350000,338000,True,0,Conventional,2018-10-16,UTE - Ute-Pass,Cascade,134,0.97,3500,2618,2618,0,15573,3,14-Manitou Springs,"Ceiling Fan, Forced Air, Natural Gas",0,"Main, One, Stove, Wood",230008323,523000293,51,51,8326200060,Coldwell Banker 1st Choice Realty,RE/MAX Performance Inc
,6168356,False,322 Locust DR,Colorado Springs,80907,R-1-6000,Single Family,Ranch,3,1,0,1954,180000,186000,True,5000,Cash,2018-10-16,WES - West,Cragmor Heights,170,1.03,2000,1056,1056,0,6000,3,11-Colorado Springs,Natural Gas,0,None,230007909,232019325,3,3,6330105024,"Galvan and Gardner Real Estate Group, Inc.",Colorado Home Realty
,6387999,False,1211 Oswego ST,Colorado Springs,80904,R-2,Single Family,Ranch,3,1,1,1958,225000,225000,True,5000,Conventional,2018-10-16,WES - West,Indian Heights,243,1,2000,925,925,0,6720,3,11-Colorado Springs,"Ceiling Fan, Forced Air, Natural Gas",0,"Insert, Main, One, Wood",230001357,230016341,4,4,7402401025,"RE/MAX Advantage Realty, Inc.",Manitou Springs Real Estate LLC
,1929978,False,2520 Paseo Rojo,Colorado Springs,80904,PUD,Patio Home,Ranch,4,3,3,1994,579900,576450,True,0,Conventional,2018-10-16,WES - West,La Posada Del Sol,184,0.99,6000,3160,3047,195,6612,2,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, One, See Prop Desc Remarks",230004887,230007900,4,4,7335305019,The Platinum Group,Keller Williams Partners
,7112940,False,6590 Walker RD,Colorado Springs,80908,RR-5,Single Family,Ranch,4,2,0,1999,699900,685000,True,11000,Conventional,2018-10-17,BLA - Black Forest,None,304,0.98,8000,2300,2300,0,1742400,4,38-Lewis-Palmer,"Forced Air, Propane",40,"One, Pellet, Stove",230015960,230010857,223,223,5100000366,RE/MAX Real Estate Group LLC,The Platinum Group
,3905255,False,7580 Tucson CT,Colorado Springs,80920,PUD,Townhouse,2 Story,2,2,1,1984,185000,185000,False,0,Conventional,2018-10-17,BRI - Briargate,Scottsdale,120,1,1500,1536,1040,210,2016,0,20-Academy,Natural Gas,0,"Main, Wood",230004516,230009923,3,3,6303312214,RE/MAX Properties Inc,Century 21 Curbow Realty
,3602800,False,8180 Chancellor DR,Colorado Springs,80920,PUD,Single Family,Ranch,2,1,1,1986,224900,221000,True,0,VA,2018-10-17,BRI - Briargate,Fairfax,283,0.98,2500,795,795,0,4200,2,20-Academy,Forced Air,0,None,230020212,230016925,12,17,6301201010,Colorado Home Realty,Sellstate Alliance Realty
,6605399,False,4705 Falls Church RD,Colorado Springs,80920,R-1-6000,Single Family,2 Story,3,3,2,1998,335000,335000,False,0,Conventional,2018-10-17,BRI - Briargate,Fairfax,115,1,3500,2905,1983,0,6300,0,20-Academy,"Ceiling Fan, Forced Air, Natural Gas",0,"Gas, Main, Two, Upper",230000842,230016910,2,2,6302415011,The Platinum Group,Pulse Real Estate Group LLC
,2238900,False,8945 Chetwood DR,Colorado Springs,80920,R-1-6000,Single Family,2 Story,4,4,2,1996,460000,450000,False,0,Conventional,2018-10-17,BRI - Briargate,Summerfield,118,0.98,4600,3890,3671,0,8792,0,20-Academy,"Ceiling Fan, Forced Air, Natural Gas",0,"Gas, Main",230017836,230015987,22,22,6234208019,Sellstate Summit Realty,Coldwell Banker Res. Brokerage
,5075462,False,1220 Mcarthur AV,Colorado Springs,80909,R1-6,Single Family,Ranch,3,1,1,1943,218000,218000,True,0,Conventional,2018-10-17,CEN - Central,Grand View,273,1,2500,800,800,0,8700,3,11-Colorado Springs,Forced Air,0,None,230000231,230006111,7,7,6409116006,Scott Staeben Real Estate LLC,Springs Homes Inc
,5964492,False,1144 Royale DR,Colorado Springs,80910,R1-6,Single Family,Ranch,3,2,1,1963,214900,220000,True,5000,Conventional,2018-10-17,CEN - Central,Pikes Peak Park,97,1.02,2500,2214,1660,0,8375,3,2-Harrison,"Central Air, Forced Air, Natural Gas",0,None,230003018,230013886,6,6,6421404016,RE/MAX Properties Inc,"Synergy Realty Group, Inc."
,2168185,False,214 Willow ST,Colorado Springs,80903,R-2,Single Family,Ranch,2,2,1,1914,275000,270000,True,2000,Conventional,2018-10-17,CEN - Central,Adams And Mcdonalds,179,0.98,2500,1534,1534,0,6250,1,11-Colorado Springs,Forced Air,0,None,230013470,230013964,18,19,6417211014,RE/MAX Real Estate Group LLC,Rustic Realty Co
,5053558,False,908 E Columbia ST,Colorado Springs,80903,PUD,Single Family,Raised Ranch,3,2,3,1953,365000,378000,True,2500,Conventional,2018-10-17,CEN - Central,Golf Club Acres,213,1.04,3500,1710,1594,0,12600,2,11-Colorado Springs,Forced Air,0,"Insert, One",230009729,230017587,4,4,6408203015,HomeSmart Realty Group,Redfin Corporation
,1691102,False,114 Calcite DR,Divide,80814,R-1,Single Family,Ranch,2,1,0,1981,180000,175000,True,0,Conventional,2018-10-17,DIV - Divide,Rainbow Valley,179,0.97,1500,1008,1008,30,54450,2,Re2-Woodland Park,"Baseboard, Hot Water",1,"Free-standing, Main, One, Stove, Wood",230008323,230016145,30,33,89071070100,Coldwell Banker 1st Choice Realty,ERA Shields Real Estate
,7913126,False,3722 LANDER LN,Colorado Springs,80909,R1-6,Single Family,Ranch,3,1,1,1966,237500,240000,True,7500,VA,2018-10-17,EAS - East,Palmer Park,178,1.01,1500,1332,1332,0,8934,3,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air",0,None,230007039,230020088,30,31,6403107055,Real Estate Marketing Group LLC,Structure Real Estate Group
,8009928,False,2950 Banderas LN,Colorado Springs,80917,R-1-6000,Single Family,4-Levels,3,3,2,1975,249900,249000,False,0,Cash,2018-10-17,EAS - East,Villa Loma,117,1,2000,2142,1644,0,7300,0,11-Colorado Springs,Forced Air,0,"Lower, One, Wood",230011029,230011029,4,4,6336311008,"M and E Realty, LLC","M and E Realty, LLC"
,2214813,False,7513 Sandy Springs PT,Fountain,80817,PUD,Townhouse,2 Story,3,3,2,2006,217500,207000,False,0,Cash,2018-10-17,F/V - Fountain Valley,Cross Creek,134,0.95,2000,1625,1625,140,2106,0,3-Widefield,"Ceiling Fan, Forced Air, Natural Gas",0,None,230015625,230000471,3,3,5529416094,"Harmony Real Estate Group, Inc",Premier Real Estate Group
,1806380,False,9577 Ghost Flower LN,Colorado Springs,80925,RS-6000,Single Family,2 Story,3,3,2,2013,319900,319000,False,0,VA,2018-10-17,F/V - Fountain Valley,Cuchares Ranch,118,1,3000,2708,2708,27,6405,0,3-Widefield,"Central Air, Forced Air, Natural Gas",0,"Gas, Main, One",230014894,230014696,6,6,5503121009,The Platinum Group,"The Innovative Group, LLC"
,7255107,False,8297 Firecracker TR,Fountain,80817,R-1,Single Family,Ranch,5,3,2,2015,334900,340000,True,899,VA,2018-10-17,F/V - Fountain Valley,Cumberland Green,107,1.02,3000,3120,3104,0,6188,3,8-Fountain,"Electric, Natural Gas",0,None,609029193,230016521,44,44,5604211004,ERA Shields Real Estate,RE/MAX Properties Inc
,5601668,False,6794 Mandan DR,Colorado Springs,80925,PUD,Single Family,2 Story,5,4,2,2018,343000,345129,True,2048,VA,2018-10-17,F/V - Fountain Valley,Carriage Meadows South at Lorson Ranch,124,1.01,1000,2761,2647,0,5500,1,3-Widefield,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,None,230017082,230011300,1,2,5522104018,"Turner Associates, LLC",HomeSmart Cherry Creek
,7947807,False,7750 Springwood TE,Colorado Springs,80908,PUD,Single Family,2 Story,3,3,2,2012,315000,315000,False,0,Conventional,2018-10-17,FAN - Falcon North,Forest Meadows,120,1,3000,2631,1885,65,6600,0,49-Falcon,"Ceiling Fan, Forced Air, Natural Gas",0,None,230016502,230007472,8,9,5305301055,The Cutting Edge,Shorewood Real Estate SOCO
,1423090,False,12261 Isle Royale DR,Peyton,80831,PUD,Single Family,2 Story,4,4,3,2004,320000,320000,False,3000,FHA,2018-10-17,FAN - Falcon North,Meridian Ranch,134,1,3000,2394,2394,115,6742,0,49-Falcon,"Central Air, Forced Air, Natural Gas",0,"Gas, Main",230000191,805549208,13,13,4230226007,Selley Group Real Estate LLC,"CO RE Group, LLC"
,1315665,False,8830 Dry Needle PL,Colorado Springs,80908,"AO, PUD",Single Family,2 Story,3,3,2,2016,319900,323900,False,4000,VA,2018-10-17,FAN - Falcon North,Trails At Forest Meadows,136,1.01,3000,2354,2354,20,6534,0,49-Falcon,"Ceiling Fan, Central Air, Forced Air",0,None,230015712,230009914,2,2,5305217001,"House Hunters, LLC",RE/MAX Real Estate Group LLC
,2306474,False,1708 Silver Meadow CR,Colorado Springs,80951,PUD,Single Family,2 Story,5,4,2,2010,325000,325000,False,5446,VA,2018-10-17,MRK - Marksheffel,Claremont Ranch,91,1,4000,3585,3314,0,5151,0,49-Falcon,"Ceiling Fan, Central Air, Forced Air",0,None,230014949,230019517,17,18,5404308009,Live Dream Colorado LLC,Keller Williams Partners
,2132945,False,4882 Sonata DR #C,Colorado Springs,80918,R-5,Townhouse,2 Story,2,2,1,1973,169500,169500,False,1000,Conventional,2018-10-17,N/E - Northeast,Vista Grande,183,1,2000,924,924,180,478,0,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Insert, Main, One, Wood",230008982,230019220,2,2,6322423023,HomeSmart Realty Group,EXIT Realty DTC Cherry Ck Pike
,7627687,False,5871 Wild Rye DR,Colorado Springs,80919,RS,Townhouse,2 Story,3,3,2,2018,385950,359950,True,0,Conventional,2018-10-17,N/W - Northwest,Unknown,126,0.93,0,3053,2010,99,3887,1,20-Academy,"Central Air, Forced Air",0,Gas,225506377,230017414,16,18,6318306003,MB-Team Lassen,RE/MAX Real Estate Group LLC
,3430015,False,1820 Warm Tree DR,Colorado Springs,80919,R1-6,Single Family,2 Story,3,3,3,1993,440000,445000,True,2500,VA,2018-10-17,N/W - Northwest,Southface,95,1.01,4500,4612,3259,92.55,17544,0,20-Academy,"Central Air, Forced Air",0,Main,230015552,230017005,1,1,7311315001,Merit Company Inc,San Agustin Realty Inc.
,2997256,False,2230 Cape Pine WY,Colorado Springs,80919,"HS, PUD",Single Family,2 Story,6,5,3,1993,650000,635000,False,0,Cash,2018-10-17,N/W - Northwest,Peregrine,129,0.98,10000,5043,4561,531,33981,0,20-Academy,"Ceiling Fan, Central Air, Forced Air, Natural Gas",1,"Basement, Gas, Main, Two",230000918,230001614,53,53,7302206071,The Platinum Group,RE/MAX Real Estate Group LLC
,6341584,False,1012 Stone AV,Pueblo,81004,R,Single Family,Ranch,1,1,0,1907,55000,55000,True,1500,Conventional,2018-10-17,PUE - Pueblo,Minnequa Area,86,1,1000,643,643,0,3125,1,60-Pueblo,"Forced Air, Natural Gas",0,None,230010668,635504004,43,44,1501329003,RE/MAX Real Estate Group LLC,Non Member
,1605017,False,1808 Myakka WY,Colorado Springs,80915,RM-30,Townhouse,2 Story,2,2,2,1982,165000,165000,False,4018,Conventional,2018-10-17,PWR - Powers,Westridge,172,1,1500,960,960,0,1002,0,49-Falcon,"Ceiling Fan, Forced Air, Natural Gas",0,"Main, One, Wood",230008618,230020192,1,1,5406419066,Merit Company Inc,MacKenzie Jackson LLC
,2841487,False,4380 Alder Springs VW,Colorado Springs,80922,PUD,Townhouse,2 Story,2,3,2,2003,234000,235000,False,375,Cash,2018-10-17,PWR - Powers,Village At Springs Ranch Condos,143,1,2500,1639,1639,334,1028,0,49-Falcon,"Central Air, Forced Air",0,"Gas, Main, One",230012305,230017438,3,5,5329212033,Keller Williams Clients Choice Rlty,RE/MAX Real Estate Group LLC
,5452747,False,1885 Leoti DR,Colorado Springs,80915,RS-6000,Single Family,Tri-Level,3,2,2,1985,255000,255000,False,5000,FHA,2018-10-17,PWR - Powers,Constitution Hills,163,1,2500,1569,1569,0,7631,0,49-Falcon,"Ceiling Fan, Forced Air",0,"Gas, Main, One",230012807,230015748,8,8,5406425021,RE/MAX Real Estate Group LLC,Blue Picket Realty
,4700045,False,2650 Fredricksburg DR,Colorado Springs,80922,R-4,Single Family,Tri-Level,3,2,2,1986,255000,258000,False,2385,VA,2018-10-17,PWR - Powers,Constitution Heights,207,1.01,2500,1231,1231,0,3910,0,49-Falcon,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,None,230016521,230016815,2,2,5331410010,RE/MAX Properties Inc,Keller Williams Premier Realty
,7973323,False,6285 Baxter DR,Colorado Springs,80923,"AO, DF, R1-6",Single Family,2 Story,2,3,2,2004,259000,261000,True,2000,Conventional,2018-10-17,PWR - Powers,Ridgeview At Stetson Hills,130,1.01,2500,2000,1320,36,6135,0,49-Falcon,"Ceiling Fan, Electric, Forced Air",0,None,230018610,230008987,1,1,5318214010,Coldwell Banker Residential Brokerage             ,"RE/MAX Advantage Realty, Inc."
,1474657,False,5789 Badenoch TE,Colorado Springs,80923,"AO, PUD",Single Family,2 Story,3,3,2,2012,265000,268500,False,3500,VA,2018-10-17,PWR - Powers,Stetson Ridge Highlands,165,1.01,3000,1606,1606,110,3404,0,49-Falcon,"Central Air, Forced Air",0,None,230009554,230009503,5,5,5317444011,HomeSmart Realty Group,RE/MAX Millennium
,9766975,False,3725 Springs Ranch DR,Colorado Springs,80922,R1-6,Single Family,2 Story,2,3,2,2000,300000,290000,False,0,Conventional,2018-10-17,PWR - Powers,The Range At Springs Ranch,187,0.97,3000,1604,1604,160,5500,0,49-Falcon,"Central Air, Forced Air",0,"Gas, One",230010988,635504004,45,46,5329314003,Keller Williams Premier Realty,Non Member
,3365748,False,5266 Stone Fence DR,Colorado Springs,80922,R1-6,Single Family,2 Story,3,3,2,2003,299900,299000,False,0,VA,2018-10-17,PWR - Powers,Stetson Ridge South,106,1,3000,2817,1857,0,6393,0,49-Falcon,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Gas, Main, One",230011346,230019750,24,24,5320105007,"Galvan and Gardner Real Estate Group, Inc.",RE/MAX Properties Inc
,4097836,False,4349 Hunting Meadows CR,Colorado Springs,80916,R-5,Condominium,Ranch,1,1,1,1986,84900,70000,True,0,Cash,2018-10-17,S/E - Southeast,Hunting Meadows,105,0.82,1000,811,811,200,367,1,2-Harrison,"Forced Air, Natural Gas",0,"Main, One, Upper",230002838,230017424,57,57,6426208084,MB-Brunk and Brunk Inc,Nvest Real Estate Services
,4770778,False,5270 Nolte DR,Colorado Springs,80916,R-1,Single Family,Tri-Level,3,2,2,1980,210000,213000,False,3000,FHA,2018-10-17,S/E - Southeast,Pikes Peak Panorama,177,1.01,2500,1184,1184,0,8000,0,2-Harrison,"Ceiling Fan, Forced Air, Natural Gas",0,One,230014051,230009556,8,8,6424201001,"Synergy Realty Group, Inc.",Avalar Real Estate Solutions
,9389155,False,4367 Deerfield Hills RD,Colorado Springs,80916,R-1-6000,Single Family,2 Story,4,2,2,1983,249500,249500,False,0,FHA,2018-10-17,S/E - Southeast,Foxhill,176,1,2000,1420,1420,0,6579,1,2-Harrison,"Central Air, Forced Air",0,"Gas, One",230007499,635504004,7,7,6435401058,Red White and Blue Realty Group Inc,Non Member
,3586397,False,305 W Old Broadmoor RD,Colorado Springs,80906,R,Single Family,Ranch,4,3,0,1957,525000,497500,True,7500,Conventional,2018-10-17,S/W - Southwest,Winfield Acres,231,0.95,5000,2268,2268,0,21601.4,4,12-Cheyenne Mountain,"Forced Air, Natural Gas",0,"Gas, Main, Masonry",230000621,230007946,5,5,7425417002,Integrated Solutions,Coldwell Banker Red Rock Realty
,1598377,False,3 Mesa LN,Colorado Springs,80906,R,Single Family,2 Story,6,5,2,2005,999000,975000,True,0,Conventional,2018-10-17,S/W - Southwest,Broadmoor,206,0.98,15000,4856,4681,0,11600,1,12-Cheyenne Mountain,"Ceiling Fan, Forced Air",0,"Basement, Main, Two",230000782,230014134,144,410,7426407013,The Platinum Group,LIV Sotheby's International
,7970741,False,128 Vale ST,Palmer Lake,80133,PUD,Condominium,2 Story,3,3,2,2003,239900,236000,True,0,Cash,2018-10-17,TRI - Tri-Lakes,Palmer Lake,151,0.98,2500,1592,1569,195,614,1,38-Lewis-Palmer,"Forced Air, Natural Gas",0,"Gas, Main, One",193500750,230011379,25,25,7105408022,Element Real Estate,Assist-2-Sell Buy&Sell Choice
,4917694,False,19454 Lindenmere DR,Monument,80132,R-1,Single Family,Ranch,6,3,2,2018,409900,409900,True,4000,Conventional,2018-10-17,TRI - Tri-Lakes,Misty Acres,127,1,4300,3221,3221,0,7789,3,38-Lewis-Palmer,"Forced Air, Natural Gas",0,None,230016263,230015712,242,242,7102304018,New Home Star LLC,"House Hunters, LLC"
,9343800,False,1367 Eagle Claw LN,Monument,80132,PUD,Single Family,Ranch,2,3,4,2018,701557,700837,True,0,Cash,2018-10-17,TRI - Tri-Lakes,Sanctuary Pointe,159,1,0,4412,2286,420,15371,2,38-Lewis-Palmer,"Forced Air, Natural Gas",0,"Gas, Main",230005208,230010444,3,3,6129107025,"Vantage Sales, LLC",RE/MAX Properties Inc
,8953482,False,710 Holland Park BL,Colorado Springs,80907,R1-6,Single Family,Ranch,3,2,2,1967,235000,225000,True,3000,FHA,2018-10-17,WES - West,Holland Park,173,0.96,0,1355,1355,0,8996,3,11-Colorado Springs,"Attic Fan, Electric, Forced Air",0,"Gas, Main",232001167,230019934,33,34,7325108005,LIV Sothebys International Realty,Keller Williams Partners
,6532603,False,1910 N Chestnut ST,Colorado Springs,80907,R-2,Single Family,Ranch,4,3,2,1937,360000,380000,True,0,Cash,2018-10-17,WES - West,Roswell City,139,1.06,4000,2582,2582,0,7500,2,11-Colorado Springs,"Ceiling Fan, Forced Air, Natural Gas",0,"Main, Masonry, One, Wood",230001813,230007095,74,74,7401128016,Harris Group Realty Inc,"RE/MAX Integrity, Inc"
,2090093,False,730 W Highway 24 HW,Woodland Park,80863,R-1,Single Family,Ranch,2,1,3,1952,205000,205000,True,0,VA,2018-10-17,WPK - Woodland Park,Woodland,192,1,1000,1068,968,0,82154,2,Re2-Woodland Park,"Ceiling Fan, Forced Air",2,One,230018410,230018410,0,0,29243000280,Keller Williams Partners,Keller Williams Partners
,6240574,False,3410 Mirage DR,Colorado Springs,80920,R1-6,Single Family,4-Levels,3,3,2,1982,292000,296000,False,4000,Conventional,2018-10-18,BRI - Briargate,Briargate,126,1.01,3000,2316,2286,0,15121,0,20-Academy,"Ceiling Fan, Forced Air, Natural Gas",0,"Lower, One",230009631,230003442,19,19,6303403014,"Synergy Realty Group, Inc.",MB-Brunk and Brunk Inc
,2737249,False,7920 Ferncliff DR,Colorado Springs,80920,"AO, PUD",Single Family,2 Story,5,4,2,1994,350000,350000,False,8250,Conventional,2018-10-18,BRI - Briargate,Fairfax,124,1,3500,2822,2822,0,8224,0,20-Academy,"Ceiling Fan, Central Air, Forced Air, Natural Gas",0,"Main, One, Wood",230008228,230016529,6,96,6301304048,RE/MAX Properties Inc,RE/MAX Properties Inc
,9420864,False,2110 Ontario DR,Colorado Springs,80910,R1-6,Single Family,Ranch,2,1,1,1954,185000,190500,True,3500,VA,2018-10-18,CEN - Central,Eastlake,244,1.03,2000,759,759,0,5185,2,11-Colorado Springs,"Forced Air, Natural Gas",0,None,230003159,230011531,2,2,6421209025,ERA Shields Real Estate,Coldwell Banker Res. Brokerage
,2968583,False,1101 Otteman CT,Colorado Springs,80909,R-4,Single Family,Ranch,2,1,1,1952,200000,200000,True,0,"Conventional, Other",2018-10-18,CEN - Central,Otteman-Schulz,284,1,2000,704,704,0,5460,2,11-Colorado Springs,Forced Air,0,None,230012873,230004958,5,5,6409119037,RE/MAX Properties Inc.,"Synergy Realty Group, Inc."
,7389679,False,632 E Boulder ST,Colorado Springs,80903,R-2,Single Family,Ranch,1,1,0,1912,214900,217900,True,3200,VA,2018-10-18,CEN - Central,Downtown Central,335,1.01,0,642,576,0,3975,1,11-Colorado Springs,"Ceiling Fan, Forced Air, Natural Gas",0,None,230011379,232013914,0,0,6407423041,Assist-2-Sell Buyers & Sellers Choice,Keller Williams Partners
,4224612,False,1904 Senecio DR,Larkspur,80118,R,Single Family,2 Story,4,5,3,2000,975000,893000,True,0,Cash,2018-10-18,DSE - Douglas Southeast,Perry Park,171,0.92,20000,5701,4949,235,120661.2,1,Re1-Douglas,"Central Air, Natural Gas",3,"Basement, Gas, Main, Three",217000035,635504004,201,201,260720203025,Keller Williams Realty DTC LLC                    ,Non Member
,1404730,False,4968 Castledown RD,Colorado Springs,80917,"AO, PUD",Townhouse,2 Story,2,3,2,1979,209000,197500,False,0,Cash,2018-10-18,EAS - East,Carefree Village North,104,0.94,2000,2009,1965,250,1587,0,11-Colorado Springs,"Central Air, Forced Air, Natural Gas",0,"Gas, Main, One",230009287,230011099,17,17,6325304046,Milestone Real Estate Services,RE/MAX Properties Inc
,3581149,False,5533 Jennifer LN,Colorado Springs,80917,PUD,Single Family,Bi-level,3,2,2,1992,235000,241000,True,0,Conventional,2018-10-18,EAS - East,Chaparral Ridge,178,1.03,2500,1320,1320,0,3620,1,11-Colorado Springs,"Ceiling Fan, Central Air, Forced Air",0,"Gas, Main, One",230010110,230017826,2,2,6325107019,"RE/MAX Advantage Realty, Inc.","Harmony Real Estate Group, Inc"
,7393141,False,10518 Country Park PT,Fountain,80817,RS,Townhouse,2 Story,2,3,0,2005,175000,175000,False,1000,Conventional,2018-10-18,F/V - Fountain Valley,Countryside,116,1,0,1507,1507,125,1255,0,8-Fountain,"Forced Air, Natural Gas",0,None,230004293,232020337,26,31,5608105016,A Cut Above Property Management Inc,Keller Williams Clients Choice
